repo_name,last_pushed_at,created_at,default_branch,cfn_file_count,total_resources,resource_types,platform_pct,application_pct,data_pct,other_pct,nested_stacks,cross_stack_refs,custom_resources,sam_transforms,parameters,conditions,has_terraform,cfn_lines,aws_account_ids,app_ids
pge-ecm-dnrs-lambda,03/07/2026 01:18,09/15/2022 13:53,main,9,34,AWS::ApiGateway::Account|AWS::ApiGatewayV2::ApiMapping|AWS::ApiGatewayV2::DomainName|AWS::CloudFormation::Interface|AWS::CloudFront::Distribution|AWS::CloudFront::OriginAccessControl|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::CodeStarNotifications::NotificationRule|AWS::EC2::SecurityGroup|AWS::EC2::Subnet|AWS::EC2::VPC|AWS::IAM::ManagedPolicy|AWS::IAM::Policy|AWS::IAM::Role|AWS::KMS::Alias|AWS::KMS::Key|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::Lambda::Url|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Api|AWS::Serverless::Function|AWS::SSM::Parameter,69,30,0,1,0,0,5,true,7,2,false,3945,514712703977|686137062481,APP-2481
meteorology-forecast-verification,03/04/2026 22:59,10/16/2024 22:11,master,5,67,AWS::Events::Rule|AWS::Glue::Crawler|AWS::Glue::Database|AWS::Lambda::EventInvokeConfig|AWS::Lambda::Permission|AWS::Lambda::Version|AWS::S3::Bucket|AWS::Serverless::Function|AWS::SSM::Parameter,65,25,10,0,0,0,0,true,5,4,false,1256,336392948345,none
aws-lz-account-deprovisioning-automation,03/04/2026 18:06,07/09/2019 17:31,master,3,7,AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::Lambda::Function|AWS::SES::ConfigurationSet|AWS::SES::Template|AWS::SSM::Parameter|AWS::StepFunctions::StateMachine,28,71,0,1,0,0,0,false,3,0,false,1786,none,none
Meteorology-Prerequisites,03/03/2026 23:40,09/10/2020 15:41,master,13,278,AWS::CloudFormation::Interface|AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::EC2::Subnet|AWS::EC2::VPC|AWS::EC2::VPCEndpoint|AWS::EFS::AccessPoint|AWS::EFS::FileSystem|AWS::EFS::MountTarget|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Policy|AWS::IAM::Role|AWS::KMS::Alias|AWS::KMS::Key|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SecretsManager::Secret|AWS::Serverless::Function|AWS::SNS::Subscription|AWS::SNS::Topic|AWS::SSM::Parameter,70,29,0,1,0,0,2,true,13,47,false,7176,514712703977|657450524601|686137062481|813471756689|850755775074|865440211801|925741509387|967517989313|972333128287,APP-2102
Meteorology-Foundation,03/03/2026 23:13,07/28/2020 19:21,master,14,189,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::IAM::Role|AWS::SNS::Topic|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,14,0,false,6472,850755775074|967517989313,none
pge-crmbus-trigger-schedulejob-lambda,03/03/2026 22:37,06/21/2023 20:46,main,4,32,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::CodeStarNotifications::NotificationRule|AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::Events::Rule|AWS::IAM::Policy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SNS::Topic|AWS::SNS::TopicPolicy|AWS::SSM::Parameter,85,14,0,1,0,0,0,true,4,2,false,2578,138871512076,APP-2481
pge-ecm-crmbus-postprocess-agent-queue,03/02/2026 17:56,02/08/2023 22:23,main,2,10,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::CodeStarNotifications::NotificationRule|AWS::IAM::Policy|AWS::IAM::Role|AWS::Lambda::EventSourceMapping|AWS::Lambda::Function|AWS::SQS::Queue|AWS::SQS::QueuePolicy|AWS::SSM::Parameter,84,15,0,1,0,0,0,true,2,1,false,1120,138871512076,APP-2481
mulecertexpiredpurge,03/01/2026 23:43,06/18/2025 22:44,main,2,2,AWS::Serverless::Function,0,0,0,0,0,0,0,true,0,0,false,107,none,APP-3459
mulecertrenewalnotification,03/01/2026 22:43,04/01/2025 21:17,master,2,2,AWS::Serverless::Function,0,0,0,0,0,0,0,true,0,0,false,125,none,APP-3459
aws_cfs_agencypledge_api,02/27/2026 00:27,08/24/2020 18:26,master,4,60,AWS::ApiGateway::ApiKey|AWS::ApiGateway::GatewayResponse|AWS::ApiGateway::UsagePlan|AWS::ApiGateway::UsagePlanKey|AWS::ApiGatewayV2::ApiMapping|AWS::ApiGatewayV2::DomainName|AWS::CloudFormation::Interface|AWS::CloudWatch::Alarm|AWS::IAM::Role|AWS::Lambda::Function|AWS::Logs::MetricFilter|AWS::Serverless::Api|AWS::Serverless::Function|AWS::SNS::Topic|AWS::SSM::Parameter,63,36,0,1,0,0,1,true,4,0,false,2865,514712703977|686137062481,APP-2763
aws_cfs_somahcsr_api,02/27/2026 00:15,09/24/2020 18:57,master,3,31,AWS::ApiGateway::GatewayResponse|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::LayerVersion|AWS::S3::Bucket|AWS::Serverless::Api|AWS::Serverless::Function|AWS::SSM::Parameter,63,36,0,1,0,0,0,true,3,0,false,2075,none,APP-2761
aws_cfs_somah_api,02/27/2026 00:11,09/16/2020 00:03,master,4,114,AWS::ApiGateway::GatewayResponse|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::Events::Rule|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::LayerVersion|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::Serverless::Api|AWS::Serverless::Function|AWS::SSM::Parameter,48,52,0,0,0,0,0,true,4,0,false,4915,none,APP-2761
aws-lz-windows,02/25/2026 18:33,05/08/2020 18:53,master,42,283,AWS::AutoScaling::AutoScalingGroup|AWS::CloudFormation::Interface|AWS::CloudWatch::Alarm|AWS::DirectoryService::MicrosoftAD|AWS::DynamoDB::Table|AWS::EC2::Image|AWS::EC2::Instance|AWS::EC2::KeyPair|AWS::EC2::LaunchTemplate|AWS::EC2::SecurityGroup|AWS::EC2::Subnet|AWS::EC2::VPC|AWS::Events::Rule|AWS::IAM::InstanceProfile|AWS::IAM::ManagedPolicy|AWS::IAM::Policy|AWS::IAM::Role|AWS::ImageBuilder::Component|AWS::ImageBuilder::DistributionConfiguration|AWS::ImageBuilder::ImagePipeline|AWS::ImageBuilder::ImageRecipe|AWS::ImageBuilder::InfrastructureConfiguration|AWS::KMS::Alias|AWS::KMS::Key|AWS::Lambda::EventSourceMapping|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::SecretsManager::ResourcePolicy|AWS::SecretsManager::RotationSchedule|AWS::SecretsManager::Secret|AWS::SNS::Subscription|AWS::SNS::Topic|AWS::SNS::TopicPolicy|AWS::SQS::Queue|AWS::SSM::Association|AWS::SSM::Document|AWS::SSM::Parameter,62,36,1,1,0,0,0,false,38,17,false,10595,123456789012|686137062481|801119661308|850755775074|865440211801|967517989313,none
aws-waf-rules-automation,02/25/2026 00:06,09/30/2022 15:18,dev,4,42,AWS::ApiGateway::Stage|AWS::CloudFront::Distribution|AWS::CloudWatch::Alarm|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::FMS::Policy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SNS::Topic|AWS::SSM::Parameter|AWS::WAFv2::IPSet|AWS::WAFv2::RuleGroup,37,62,0,1,0,0,4,false,4,1,false,2548,none,APP-2102
meteorology-database,02/24/2026 17:09,07/16/2020 23:34,master,12,255,AWS::Athena::WorkGroup|AWS::CloudFormation::CustomResource|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::KMS::Alias|AWS::KMS::Key|AWS::Lambda::Permission|AWS::RDS::DBCluster|AWS::RDS::DBClusterParameterGroup|AWS::RDS::DBInstance|AWS::RDS::DBParameterGroup|AWS::RDS::DBSubnetGroup|AWS::SecretsManager::RotationSchedule|AWS::SecretsManager::Secret|AWS::SecretsManager::SecretTargetAttachment|AWS::Serverless::Function|AWS::SNS::Subscription|AWS::SNS::Topic|AWS::SSM::Parameter,52,6,41,1,0,2,1,true,12,22,false,3985,850755775074,none
aws-transit-public-elb-mule-cloudhub,02/23/2026 18:59,07/27/2023 21:55,dev,2,36,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SNS::Topic|AWS::SSM::Parameter|AWS::WAFv2::WebACLAssociation,40,59,0,1,0,14,2,false,2,6,false,3035,242937548904|514712703977|686137062481|757620174545,APP-2102
aws-ccoe-utils,02/23/2026 00:44,05/31/2019 17:57,master,1,12,AWS::CloudFormation::Interface|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SES::ConfigurationSet|AWS::SES::ConfigurationSetEventDestination|AWS::SES::Template|AWS::SNS::Topic|AWS::SNS::TopicPolicy|AWS::SSM::Parameter,45,54,0,1,0,0,1,false,1,0,true,970,420165488524|514712703977,APP-2102
aws-lz-artifactory-pipeline,02/20/2026 23:21,09/11/2020 17:05,main,4,21,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::Lambda::Function|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SES::ConfigurationSet|AWS::SES::ConfigurationSetEventDestination|AWS::SES::Template|AWS::SNS::Topic|AWS::SNS::TopicPolicy|AWS::SSM::Parameter,75,24,0,1,0,0,2,false,3,2,true,2629,none,APP-2102
cih-transformer,02/20/2026 22:00,09/26/2025 01:32,main,1,3,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,1,0,false,268,720720378559,none
ccsp-cdp-outage-history,02/13/2026 09:40,01/24/2023 18:43,main,5,37,AWS::ApplicationAutoScaling::ScalableTarget|AWS::ApplicationAutoScaling::ScalingPolicy|AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::DynamoDB::Table|AWS::EC2::SecurityGroup|AWS::ECR::Repository|AWS::Events::Rule|AWS::IAM::Policy|AWS::IAM::Role|AWS::KMS::Alias|AWS::KMS::Key|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SNS::Topic|AWS::SNS::TopicPolicy|AWS::SQS::Queue|AWS::SQS::QueuePolicy|AWS::SSM::Parameter,80,13,5,2,0,0,0,false,5,0,false,3650,720720378559|739846873405,none
aws-logging,02/13/2026 01:12,10/09/2018 21:41,master,19,106,AWS::CloudFormation::Init|AWS::CloudFormation::Interface|AWS::CloudFormation::Stack|AWS::CloudFront::Distribution|AWS::CloudTrail::Trail|AWS::CloudWatch::Alarm|AWS::Config::ConfigRule|AWS::Config::ConfigurationRecorder|AWS::Config::DeliveryChannel|AWS::EC2::EIP|AWS::EC2::EIPAssociation|AWS::EC2::FlowLog|AWS::EC2::Instance|AWS::EC2::InternetGateway|AWS::EC2::KeyPair|AWS::EC2::Route|AWS::EC2::RouteTable|AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::EC2::Subnet|AWS::EC2::SubnetRouteTableAssociation|AWS::EC2::Volume|AWS::EC2::VPC|AWS::EC2::VPCGatewayAttachment|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Elasticsearch::Domain|AWS::Events::Rule|AWS::IAM::InstanceProfile|AWS::IAM::ManagedPolicy|AWS::IAM::Policy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::Logs::LogGroup|AWS::Logs::SubscriptionFilter|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::S3::Object|AWS::SNS::Topic|AWS::SSM::Parameter,29,70,0,1,2,0,4,false,14,9,false,3656,686137062481|750713712981|801458782278|874540850173|990878119577,APP-2102
aws-bedrock-rag-react,02/11/2026 15:28,09/15/2024 21:43,main,2,1,AWS::Amplify::Branch,0,0,0,0,0,0,1,false,0,0,false,96,none,none
aws-transit-public-elb-pmp,02/10/2026 23:16,09/03/2025 21:11,dev,2,26,AWS::CloudFormation::Interface|AWS::CloudWatch::Alarm|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SNS::Topic|AWS::SSM::Parameter|AWS::WAFv2::WebACLAssociation,36,63,0,1,0,4,2,false,2,6,false,1650,242937548904|514712703977|686137062481|757620174545,APP-2102
aws-lz-account-creation-automation,02/10/2026 22:50,03/25/2019 20:11,master,31,129,AWS::ApiGateway::Authorizer|AWS::ApiGateway::Deployment|AWS::ApiGateway::Method|AWS::ApiGateway::Model|AWS::ApiGateway::Resource|AWS::ApiGateway::RestApi|AWS::CloudFormation::Interface|AWS::CloudTrail::Trail|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::Config::AggregationAuthorization|AWS::Config::ConfigRule|AWS::Config::ConfigurationRecorder|AWS::Config::DeliveryChannel|AWS::DynamoDB::Table|AWS::EC2::CustomerGateway|AWS::EC2::FlowLog|AWS::EC2::NetworkAcl|AWS::EC2::NetworkAclEntry|AWS::EC2::RouteTable|AWS::EC2::SecurityGroup|AWS::EC2::Subnet|AWS::EC2::SubnetNetworkAclAssociation|AWS::EC2::SubnetRouteTableAssociation|AWS::EC2::VPC|AWS::EC2::VPCGatewayAttachment|AWS::EC2::VPNConnection|AWS::EC2::VPNGateway|AWS::EC2::VPNGatewayRoutePropagation|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::KMS::Alias|AWS::KMS::Key|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::Logs::LogGroup|AWS::Route53Resolver::ResolverEndpoint|AWS::Route53Resolver::ResolverRule|AWS::Route53Resolver::ResolverRuleAssociation|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::S3::Object|AWS::SecretsManager::ResourcePolicy|AWS::SecretsManager::Secret|AWS::Serverless::Api|AWS::ServiceCatalog::Portfolio|AWS::ServiceCatalog::PortfolioPrincipalAssociation|AWS::SES::ConfigurationSet|AWS::SES::Template|AWS::SNS::Topic|AWS::SNS::TopicPolicy|AWS::SSM::Parameter|AWS::StepFunctions::StateMachine,35,63,0,2,0,0,0,true,25,3,false,15312,066699760662|082574262117|087432829056|137059125995|143864212797|241689241215|455393979388|465994993687|485665243501|514712703977|532556717184|553067951317|686137062481|703666281131|717339529996|724187693355|739846873405|757620174545|801458782278|973954514056,APP-2102|APP-2201
ccsp-cdp-asset-module,02/09/2026 15:01,08/03/2021 14:54,qa,2,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,2,0,false,536,720720378559,none
ccsp-cdp-meter-module,02/05/2026 14:54,07/26/2021 22:06,qa,2,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,2,0,false,536,720720378559,none
Meteorology-Archive,02/04/2026 22:16,01/04/2022 18:32,main,15,295,AWS::CloudFormation::CustomResource|AWS::EC2::Instance|AWS::Events::Rule|AWS::Glue::Crawler|AWS::Glue::Database|AWS::Glue::Job|AWS::IAM::InstanceProfile|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::Logs::LogGroup|AWS::Serverless::Function|AWS::Serverless::LayerVersion|AWS::SNS::Subscription|AWS::SNS::Topic|AWS::SSM::Parameter|AWS::StepFunctions::Activity|AWS::StepFunctions::StateMachine,40,34,25,1,0,0,1,true,15,3,false,7676,336392948345|420165488524|967517989313,none
aws-cfn-wafv2,02/04/2026 17:58,07/31/2020 00:53,main,1,0,AWS::WAFv2::IPSet,0,0,0,0,0,0,0,false,0,0,false,3665,none,none
ccsp-cdp-read-athena-lambda,02/04/2026 14:54,09/09/2022 08:45,main,3,14,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::EC2::SecurityGroup|AWS::Events::Rule|AWS::IAM::Role|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SSM::Parameter,91,8,0,1,0,0,0,true,3,0,false,1180,336392948345|720720378559|780761660372|972333128287,APP-2395
pge-crm-view-refresh-lambda,02/03/2026 00:26,12/16/2022 04:46,main,4,26,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::CodeStarNotifications::NotificationRule|AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::Events::Rule|AWS::IAM::Policy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SNS::Topic|AWS::SNS::TopicPolicy|AWS::SSM::Parameter,88,11,0,1,0,0,0,true,4,3,false,2879,none,APP-2481
ccsp-cdp-account-service-module,02/02/2026 13:03,10/10/2022 20:16,main,2,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,2,0,false,526,720720378559,none
ccsp-cdp-getrates-lambda,02/02/2026 12:25,10/03/2022 19:36,main,3,9,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SSM::Parameter,100,0,0,0,0,0,0,true,3,0,false,1021,580247275435|720720378559|780761660372|901920570463,APP-2395
ccsp-cdp-sftoken-generation-lambda,02/02/2026 12:24,09/15/2023 10:38,main,3,9,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SSM::Parameter,100,0,0,0,0,0,0,true,3,0,false,986,580247275435|720720378559|780761660372|901920570463,APP-2395
ccsp-cdp-composite-delete-function,02/02/2026 12:15,09/13/2023 14:28,main,3,9,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SSM::Parameter,100,0,0,0,0,0,0,true,3,0,false,1001,580247275435|720720378559|780761660372|901920570463,APP-2395
ccsp-cdp-bulkapi-lambda,02/02/2026 09:56,07/30/2021 05:35,main,3,9,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SSM::Parameter,100,0,0,0,0,0,0,true,3,0,false,937,580247275435|720720378559|901920570463,none
ccsp-cdp-rds-das,02/02/2026 09:46,01/19/2022 15:01,main,3,16,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Policy|AWS::IAM::Role|AWS::KinesisFirehose::DeliveryStream|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::Serverless::LayerVersion|AWS::SSM::Parameter,82,0,17,1,0,0,0,true,3,1,false,1145,720720378559,none
ccsp-cdp-ontm_load_generic_sfobject-lambda,02/02/2026 09:45,08/25/2021 10:08,main,3,9,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SSM::Parameter,100,0,0,0,0,0,0,true,3,0,false,940,580247275435|720720378559|901920570463,APP-2395
ccsp-cdp-athena-automation-lambda,02/02/2026 09:45,09/02/2022 09:54,main,3,9,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SSM::Parameter,100,0,0,0,0,0,0,true,3,0,false,1044,580247275435|720720378559|901920570463,APP-2395
ccsp-cdp-sfapi-lambda,02/02/2026 09:44,11/24/2021 11:10,qa,3,9,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SSM::Parameter,100,0,0,0,0,0,0,true,3,0,false,999,580247275435|720720378559|901920570463,APP-2395
ccsp-cdp-rds-monitoring-workers,01/31/2026 09:06,02/23/2023 09:57,main,3,9,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SSM::Parameter,100,0,0,0,0,0,0,true,3,0,false,984,580247275435|720720378559|780761660372|901920570463,APP-2395
azr-transit-availability-metrics,01/23/2026 23:59,01/23/2026 16:33,main,2,10,AWS::ApiGateway::ApiKey|AWS::ApiGateway::Method|AWS::ApiGateway::Resource|AWS::ApiGateway::UsagePlan|AWS::ApiGateway::UsagePlanKey|AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::SSM::Parameter,48,51,0,1,0,6,0,false,2,0,false,575,514712703977|686137062481,none
ccsp-cdp-sf-refresh-token-lambda,01/23/2026 15:24,08/04/2023 10:17,main,3,9,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SSM::Parameter,100,0,0,0,0,0,0,true,3,0,false,984,580247275435|720720378559|780761660372|901920570463,APP-2395
ccsp-cdp-db-trigger-lambda,01/22/2026 19:17,05/10/2022 10:29,qa,3,9,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SSM::Parameter,100,0,0,0,0,0,0,true,3,0,false,1043,580247275435|720720378559|747592841671|901920570463,APP-2395
gis-geomartcloud-gmrearch-gtgis-replica,01/22/2026 17:32,01/06/2022 20:30,master,1,6,AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::Events::Rule|AWS::IAM::Policy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SSM::Parameter,60,40,0,0,0,0,0,false,1,0,false,402,none,none
aws-availability-metrics,01/20/2026 19:05,07/31/2024 20:07,main,2,19,AWS::ApiGateway::Deployment|AWS::ApiGateway::Method|AWS::ApiGateway::Resource|AWS::ApiGateway::RestApi|AWS::ApiGateway::Stage|AWS::ApiGatewayV2::ApiMapping|AWS::ApiGatewayV2::DomainName|AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::DynamoDB::Table|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::Logs::LogGroup|AWS::SNS::Subscription|AWS::SSM::Parameter,32,57,10,1,0,0,1,false,2,2,false,1050,514712703977|686137062481,none
aws-aop-batch,01/20/2026 14:45,05/29/2021 19:11,dev,1,1,AWS::CloudFormation::Interface|AWS::IAM::Role|AWS::Serverless::Function|AWS::SSM::Parameter,100,0,0,0,0,0,0,true,1,0,false,269,none,APP-2763
aws-asset-tagging,01/14/2026 16:09,10/22/2020 15:08,dev,11,10,AWS::CloudFormation::Interface|AWS::CloudFormation::Stack|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::Config::ConfigRule|AWS::Config::RemediationConfiguration|AWS::EC2::DHCPOptions|AWS::EC2::NetworkInterface|AWS::Events::Rule|AWS::IAM::Role|AWS::IAM::RolePolicy|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::Logs::LogGroup|AWS::S3::Bucket|AWS::SNS::Subscription|AWS::SNS::Topic|AWS::SNS::TopicPolicy|AWS::SSM::Parameter,21,78,0,1,4,0,0,false,9,0,false,3173,018250382163,none
gis-geomartcloud-wsoc-infrastructure,01/13/2026 19:48,12/04/2020 20:21,main,11,87,AWS::AutoScaling::AutoScalingGroup|AWS::AutoScaling::LaunchConfiguration|AWS::CloudFormation::Interface|AWS::EC2::Image|AWS::EC2::Instance|AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::ECS::Cluster|AWS::EFS::AccessPoint|AWS::EFS::FileSystem|AWS::EFS::MountTarget|AWS::Glue::SecurityConfiguration|AWS::IAM::InstanceProfile|AWS::IAM::Role|AWS::KMS::Alias|AWS::KMS::Key|AWS::RDS::DBCluster|AWS::RDS::DBClusterParameterGroup|AWS::RDS::DBInstance|AWS::RDS::DBParameterGroup|AWS::RDS::DBSubnetGroup|AWS::SecretsManager::Secret|AWS::SecretsManager::SecretTargetAttachment|AWS::SSM::Parameter,62,4,33,1,0,0,0,false,10,5,false,3796,none,APP-2525
aws-cost-anomalies,01/12/2026 16:54,11/02/2023 15:14,dev,2,12,AWS::CE::AnomalyMonitor|AWS::Events::Rule|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SSM::Parameter,40,60,0,0,0,0,2,false,2,1,false,498,none,none
aws-epage-lambda,01/09/2026 02:43,01/07/2026 02:56,main,1,8,AWS::CloudFormation::Interface|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::Lambda::Function|AWS::Logs::LogGroup,33,66,0,1,0,0,0,false,1,7,false,596,none,APP-2672|APP-9999
